ID,nextID,uiSort,content_cn,content_en,isRoleSay,needchangeBg,isSave,isKeySave
101,102,0,一开始，你怀疑这人是皇后，但皇后这么多年也没为皇帝生下个一子半女，导致这皇后的位置也坐得岌岌可危。你便派出了她的嫌疑，但后来，你听小道消息说皇后身患不育症，又想着她若是知道自己无法生育，定然也会害怕其他嫔妃生出来儿子威胁她的地位，所以那些总是莫名流掉的夭折的孩子说不定都是她干的。,Englishcontent1,0,0,0,0
102,103,0,再说说你，虽然常常被皇上宠幸，但你事后都会服用避子汤，所以定然是无法怀孕的。想到这里，你不禁抚上自己的小腹，都说避子汤服用多了将来便难再有生育，想必你此生也难以再有孩子了吧。虽然可惜，但若不是那人的孩子，不要也罢。,Englishcontent1,0,0,0,0
103,104,0,你本是不用进宫的，你的父亲是大离国的丞相，你身为家中最小的嫡女，十分受宠。父母都对你没有过高的期望，只愿你能平安喜乐，找个待你好的如意郎君。当初你执意要进宫时，父亲气得罚你跪了三夜祠堂，母亲哭得上气不接下气，但你依旧心意坚决。,Englishcontent1,0,0,0,0
104,105,0,他们不知道，你本就是为了你的如意郎君进这深宫之中。,Englishcontent1,0,0,0,0
105,106,0,想起那人，你的眉眼温和下来，嘴角不自觉染上笑意。你的心上人啊，是皇上的亲弟弟，苏衍。你们相识于在一场灯会上，那人身穿普通青衫，手执一把白玉折扇，器宇轩昂，风流倜傥，站在熙熙攘攘的人群中一下就攥住了你的双眼。,Englishcontent1,0,0,0,0
106,107,0,彼时他在猜灯谜，那足足三排的灯谜都被他用闲散自若的语气流畅猜完，小贩定是没有料到会遇见如此厉害之人，频频冒冷汗。等他猜完，哭丧着脸给他算奖励，熟料那人大气一挥手，什么也没要，还让小厮付了猜灯谜的钱。,Englishcontent1,0,0,0,0
107,108,0, 看着他离去的背影，你也不知怎的，指使丫鬟去给你买糖葫芦，自己鬼使神差地跟了上去。走过了一条街，他突然停下步子，你以为是什么小贩吸引了他的注意，却不料他蓦的转身，直直朝你走来。,Englishcontent1,0,0,0,0
108,109,0,你呆呆地仰头看着他笑着问你：“这位姑娘跟了我一路，可有何事？”,Englishcontent1,0,0,0,0
109,110,0,你羞得满脸通红，完全没了平日张扬娇惯的大小姐模样，磕磕绊绊说不出一句完整的话。他见你这样，竟笑得更愉悦了，似是看穿了你的心思，轻声在你耳边说了他府邸的位置，还拿走了你的绣帕。,Englishcontent1,0,0,0,0
110,111,0,丫鬟着急忙慌找来，就看见你对着熙熙攘攘红着脸发呆的模样，还以为你是被人欺负了。此后，那人的脸就一直在你脑中盘旋不去，你终究是放下了女儿家的心思主动去了他府邸找人。也一夕之间明白了何为“情不知所起，一往而深”。,Englishcontent1,0,0,0,0
111,112,0,你知道了那人叫苏衍，是皇帝的亲弟弟，也是跟皇帝关系最好的一位亲王。你也知道了这不是你的单相思，你们彼此都心系对方。跟苏衍在一起的时光是你此生最快乐的日子，他会带你去划船，带你逛集市，为你作画，为你抚琴，陪你看星辰看日落，种你最爱的百合花。,Englishcontent1,0,0,0,0
112,113,0,苏衍曾问你为何喜欢百合，你没告诉他其实是跟他在一起之后才喜欢的，百合百合，百年好合，多么美好的名字。早在他为你描眉的时候，你就在心里将自己当成了他的妻子。,Englishcontent1,0,0,0,0
113,114,0,父亲总担心你会看上一个家境贫寒一无是处的男子，这下好了，若是知道你挑选的如意郎君这样优秀，他定然会非常高兴。就在你兴致勃勃跟苏衍商量何事将你们的事情告知父母时，苏衍却面色沉重地拒绝了。他对你说他还身负着重要的使命，还有大仇未报，还要夺走皇位，在做完这一切之前，他的前路都是未知且凶险的，不能贸然娶妻，否则难免会连累对方。,Englishcontent1,0,0,0,0
114,115,0,你接受不了这个答案，哭过闹过失望过，可冷静下来之后想想，即便如此，他依旧是你最爱的男人啊。你愿意为他付出一切，你也想帮他承担他身上的担子。你整理好情绪，精心梳妆打扮一番，找到苏衍，让他要了你。,Englishcontent1,0,0,0,0
115,116,0,苏衍很错愕，并不愿意，还让你不要这样糟践自己。可是他不懂，除了他你也不会再爱上别的男人了，把自己交给他，哪怕不是夫妻，在你心中也绝不是糟践自己。,Englishcontent1,0,0,0,0
116,117,0,你揽上他的脖颈，认真凝视着他的脖颈，“阿衍，我让你要了我，不是想逼你娶我。我这些天想了许多，也想明白了，我能理解你的一切，我也愿意帮你。今夜过后，我就选秀进宫接近皇上，你想做什么我都帮你。”,Englishcontent1,0,0,0,0
117,118,0,苏衍震惊得说不出话，你轻笑一声继续道：“你不用怀疑也不用有负担，我爱你，所以愿意为你做任何事。”,Englishcontent1,0,0,0,0
118,119,0,过了许久，苏衍蓦的紧紧抱住你，郑重地在你耳边低喃，“待我登基，便娶你为后。”,Englishcontent1,0,0,0,0
119,120,0,你满足的闭上眼，有他这句话就够了。,Englishcontent1,0,0,0,0
120,121,0,后来，你给自己点了一颗假的守宫砂，违背父母的意愿坚持入了宫，靠着出色的容貌和家世得到了皇上的青睐。第一次侍寝那夜，你故意灌醉了皇上，事后割破手指将血滴在床单上，次日才得以过关。只是等麽麽走后你才想起守宫砂还没擦掉，好在并没人看见。,Englishcontent1,0,0,0,0
121,122,0,回忆戛然而止，你黯然苦笑，如今你这副身子早已被那种马皇上糟蹋了个遍，即便阿衍愿意娶你，你也再也无法坦荡同他在一起。,Englishcontent1,0,0,0,0
122,123,0,罢了，如今你只希望帮阿衍完成他的夙愿，至于其他，无暇去想了。这宫中多年都无皇子诞下，想必早就有人在对皇上的子嗣下手。那丽妃的孩子多半也会落得个夭折的宿命，应当是轮不到你动手的。,Englishcontent1,0,0,0,0
123,124,0,阿衍也是这样想的，次日他给你回信，让你静观其变。但等了数日，没等到丽妃皇子夭折的消息，反而得来皇上要为皇子设诞生宴的消息，日子甚至选在跟太后的寿宴同一天，这几乎是变相宣告所有人太子之位有人继承了！,Englishcontent1,0,0,0,0
124,125,0, 阿衍曾说过，宫中绝不能有皇子的存在，如今可怎么办？皇上对这个小皇子宝贝得很，除了奶娘和丽妃别人都近身不得，派了禁军看护，即便你想动手，也根本找不到机会。,Englishcontent1,0,0,0,0
125,126,0,太后寿宴的前一天，皇后沈碧竟然特意来找了你。你刚进宫时将她当成假想敌，在皇上跟前给她穿了几回小鞋，之后被她知道，也给过你下马威。虽然你后来得知她只是一个空有其名的挂牌皇后，便也不再她身上费心思。即便这样，你们之间也无法再和睦到哪里去，只能维持表面客套。今日倒是奇了，还带来了珠宝来看你。,Englishcontent1,0,0,0,0
126,127,0,皇后先是跟你闲话了几句，而后切入正题，将话头引到丽妃身上。旁敲侧击警示你如今丽妃的儿子是皇宫唯一的皇子，势必是最有可能坐上太子之位的，到那时，哪怕你再受宠，也根本爬不上去。她还说她自己是生不了皇子了，若一定要扶持一个嫔妃的儿子，她更希望那人是你。你问她为什么，她说是欣赏你的真性情。,Englishcontent1,0,0,0,0
127,128,0, 你心下冷笑，说这么多，无非是想借你的手除掉丽妃的儿子罢了。只要丽妃的儿子不除，沈碧的皇后之位也根本坐不牢固了，哪还有机会去扶持其他嫔妃的儿子。,Englishcontent1,0,0,0,0
128,129,0,你装作不知道她的心机，婉言对她的关怀表示感谢，等她走后，你的脸色冷下来。你同情沈碧是个可怜之人，宫中随便哪个秀女在皇上眼中都比她的分量重，她还能坐在这个位置上，全靠她的父亲还有点作用。但阿衍也说了，皇上已经在逐步瓦解沈家的势力，等把沈家的兵权全部收回去，那沈碧离废后也不远了。原本只要她不招惹你，你也并不把她放在眼里，但她要是敢把坏主意打在你身上，你定然也是不会客气了,Englishcontent1,0,0,0,0
129,130,0,太后寿宴这天，规模比往年都要盛大，各路皇亲国戚朝中大臣都前来拜贺。那丽妃从前是跟你坐一排的位置，今日竟然跟皇后平起平坐了。这么重要的日子，阿衍也会进宫，你已经许久没有见到他了，如今再看到，无法克制自己的视线贪婪地黏在他身上……,Englishcontent1,0,0,0,0
130,131,0,你看着阿衍出神之际忽然听皇帝口吻威严地说：“今日，趁着众人都在，朕也想顺便解决一下这多年的疑惑，朕多次让太医诊治，身子并无问题，没有生不出儿子的道理。但这么多年，后宫的嫔妃要么是怀不上儿子，要么流产，要么生下皇子便夭折，实在是蹊跷。朕一直相信是有人在搞鬼，但一直没抓到那人。今日众人就帮朕分析分析，究竟是谁在捣鬼！”,Englishcontent1,0,0,0,0
131,-1,0,众人顿时一阵唏嘘，谁也不敢贸然开口。你也很是震惊，这宫中多年的秘事，皇上今日居然要在这样的大庭广众之下公然审理吗？你担忧攥紧手，虽然阿衍没说，但你以为这事儿跟他脱不了干系，毕竟除了他，应当是没有别人这么不希望皇帝诞下儿子。,Englishcontent1,0,0,0,0
132,133,0,秋风萧瑟，月上梧桐。,Englishcontent1,0,0,0,0
133,134,0,万家灯火沉寂，唯有皇宫宫灯华明，兴夜阑珊。不远处的宫殿里不时传来撕心裂肺的哭喊，已经持续好几个时辰了。,Englishcontent1,0,0,0,0
134,135,0, 你躲在暗处，忍受着蚊子的叮咬，面无表情地等待着。,Englishcontent1,0,0,0,0
135,136,0,也不知过了多久，殿内传来一声婴儿的啼哭，老嬷嬷抱着一个婴儿匆匆跑出来在焦灼踱步的皇上跟前跪下：“恭喜陛下，是个小皇子！是个小皇子！”,Englishcontent1,0,0,0,0
136,137,0,你眉头缓缓蹙起，对这个结果十分不满意。尤其是看到那穿着黄色袍子的男人朗笑出声，那副开怀模样让你戾气更甚。你正要离开，却发现对面昏暗的树荫下也有一个身影，你的夜视能力极好，眯眼仔细辨认了一下，认出那是皇后沈碧身边的贴身丫鬟琉璃。看来，今夜牵挂着丽妃产子的人很多啊。,Englishcontent1,0,0,0,0
137,138,0,你叫杜衡，是宫里的太监，目前在瑜妃殿内当差。那瑜妃同今夜产子的丽妃有些纠葛，便派你前来守着打听丽妃的生产情况，怕她生了个儿子。,Englishcontent1,0,0,0,0
138,139,0,回到瑜妃的殿内，她的房间还亮着灯，以往这个时候她早就歇下了，今夜看来是心事重重无法安眠。你敲门进去，瑜妃一看见你就紧张地问：“怎么样？生了吗？”,Englishcontent1,0,0,0,0
139,140,0,“生了，是个小皇子，很健康，陛下很高兴。”你面色凝重地回禀。,Englishcontent1,0,0,0,0
140,141,0,果然，瑜妃脸色瞬间难看下来，手中的茶杯掉落，跌坐在凳子上，苦笑着喃喃什么。,Englishcontent1,0,0,0,0
141,142,0,你掩住眸中情绪沉声问：“娘娘，想要除掉他吗？”,Englishcontent1,0,0,0,0
142,143,0,瑜妃一惊，看样子并无此打算。跟在她身边这么久，你对她的性子算是了解透彻，这反应也在你的意料之中。也不知该说她是心善还是畏缩，这种情势下，若想让自己未来的生活安稳，定然是要除掉这个皇子的。瑜妃和丽妃同时进宫，没受宠几天就被丽妃使计把皇上的恩宠抢走了，此后还一直跟瑜妃处处作对。这后宫女人繁多，哪怕不牵扯皇上，也有一堆能斗气来的女人，所以瑜妃和丽妃这两个小角色的你来我往也不算什么。但，这丽妃产下了皇子，一切就不一样了。日后她不但可以把瑜妃踩在脚下，在整个皇宫中的地位也是大大提升，连膝下一直没有子女的皇后都要让她三分。当然，最先要不好过的，肯定是瑜妃了。,Englishcontent1,0,0,0,0
143,144,0,看瑜妃现在这六神无主的模样，想必也是想到了这一点。你轻叹一声，劝道：“娘娘，奴才知道您心地善良，可这宫中就是吃人不眨眼的地儿，您要是对别人心软，日后别人未必会对你心软呀。”,Englishcontent1,0,0,0,0
144,145,0, 瑜妃没说什么，挥手让你下去。你瞧她这眉头紧锁的模样也有些心疼，柔声道：“娘娘，今夜需要奴才服侍吗？”,Englishcontent1,0,0,0,0
145,146,0,瑜妃似乎脸红了一瞬，还是拒绝了。你便听话退下，轻轻帮她带上房门。在她门口站了片刻，才收敛表情回到自己的房间。,Englishcontent1,0,0,0,0
146,147,0,这宫中见不得人的密事多了去，比如那储秀宫的月嫔一直在与前殿的龚侍卫私通；比如那新来的容妃进宫前就已经不是完璧之身；又比如你和这瑜妃，也行过苟且之事；还比如这皇帝这些年一直没有儿子的原因，都是你在搞鬼……,Englishcontent1,0,0,0,0
147,148,0,你十四岁进宫，那个时候你就没再把自己当成一个活人。你只有一个目的，报仇，让那个皇帝生不如死。这么多年，你在宫里各个地方都值过岗，也有机会晋升，但你放弃了，甘于当一个不起眼的小太监潜伏在这深宫中。谁能想到这个不起眼的小太监，会是皇上的亲兄弟呢？彼时，你的母妃是皇贵妃，你是宫里的二皇子，你也还叫苏衡。那时太子之位还没立，而你自然被当成了某些人的眼中钉。你亲爱的皇兄买通了母妃身边的丫鬟，给你和母妃都下了药，在她毒害你的时候被奶娘发现，药没全部给你喂下。你被奶娘想办法带出宫去活了下来，找了个替代品和母妃一起葬了，那时你虽才四岁，但这段记忆和仇恨深深刻在了你的脑子里。,Englishcontent1,0,0,0,0
148,149,0,父皇并未好好调查母妃和你的死因，你更相信他知道是谁而为，没有追究罢了。毕竟总共就三个儿子，死了一个，也不能再处决一个。你在外活得不易，靠奶娘微薄的积蓄抚养了你几年，你的人生好像骤然失去了方向和意义，唯一的信念支撑，只有报仇二字。你告别奶娘独自进了宫，开始了你的复仇计划。,Englishcontent1,0,0,0,0
149,150,0,既然当今皇上做得出残害手足的事，想必亲情观念十分淡薄，这种人要是有了儿子，该有多么危险。毕竟儿子也是可能觊觎他皇位的人啊。你多贴心，没有早早铲除这个渣滓，反而帮他排忧解难，除掉了好些个对手。一开始，你把目标最准皇后沈碧，毕竟她生下来的孩子那必然是太子的第一人选，不过多年来她一子半女都未怀上。后来你开始关注皇帝宠幸过的妃子，但凡有人怀孕，你就想办法让她们流产。后来你也觉得有些不人道，便给了一些妃子生下来的机会，若是女孩儿，便放一马，若是男孩儿，再给做掉也不迟。,Englishcontent1,0,0,0,0
150,151,0,你把人际关系打点得极好，虽是个没有身份的太监，但也极为吃得开。你在后宫中换了多任主子，利用这些主子的名号和自己的关系能从宫里宫外拿到好些稀奇古怪的药。弄些让人流产的香薰植物或是掺杂一些食材药物在那些妃子的膳食里倒也不难，若是这些都没机会，就设法让她们受个惊，摔个跤动动胎气。孩子要是生下来了，只要能接近到他们，弄死就很简单，毕竟婴儿的生命极为脆弱。,Englishcontent1,0,0,0,0
151,152,0,这两年也许是皇上的身体也不行了，传出有身孕的嫔妃越来越少，你也比从前闲了些，一边谋着新的计划，一边给自己找些乐子。那瑜妃，也算是你的一个乐子了。初始也没觉得她同其他女人有什么不一样，后来发现她属实是没什么志向，似乎觉得在宫里混吃等死的日子也算快哉，也就只有跟那丽妃斗斗嘴皮子还总是斗不过人家。这种性格在这深宫中若是有人想陷害，那是再容易不过，也得亏她是没有收到皇上恩宠。,Englishcontent1,0,0,0,0
152,153,0,你也只把她这儿当成一个暂时的栖息所，毕竟在越不起眼的人底下当差，你行事就越方便。这瑜妃对待下人也很好，几乎从不责罚，好说话得很。后有一日，她许是太无聊了，竟与你闲聊起来，之后，是怎么发展到那一步的呢？,Englishcontent1,0,0,0,0
153,154,0,哦，她说你长得眉清目秀，不像个太监。她说她在宫中无聊又寂寞，你可愿陪她解解闷？你问她怎么解？后来，便就莫名到了榻上了。,Englishcontent1,0,0,0,0
154,155,0,其实她并不是第一个跟你提出这种事情的后妃，不过之前你都没答应，这次为什么会答应呢？你想或许是因为你正好也空闲了些吧。,Englishcontent1,0,0,0,0
155,156,0, 这一次皇上苏勉对他儿子的保护十分严密，你观察好几日都没找到动手的时机，但你也还算沉得住气。宫里传出消息，说皇上要给小皇子办诞生宴，日子还定在跟太后寿宴的同一天。,Englishcontent1,0,0,0,0
156,157,0,这自古以来，一个普通嫔妃生的孩子，哪里需要办什么诞生宴。他搞得这么隆重，等于是变相告诉所有人皇位后继有人了。呵，可惜了，这天子之位必不可能让他的种坐上去。,Englishcontent1,0,0,0,0
157,158,0,这之后，皇后沈碧来找了傅瑜，无非是知道傅瑜同丽妃有过节，想借她的手杀掉丽妃的儿子。沈碧倒是有几分聪明的，但她做这些也都是徒劳，她家里的势力已经逐步被瓦解，加上膝下一直没有皇子，这皇后之位早就岌岌可危了。那皇上早就有心废了她，跟其他妃子有没有孩子根本没关系。可惜她这主意打到你所在的殿内，若是傅瑜出了什么幺蛾子，你定然也会被牵连。,Englishcontent1,0,0,0,0
158,159,0,但你相信，傅瑜这性子，断然是做不出杀人的事。只是因为丽妃的事情，又被皇后这样算计，脾气变得极为暴躁，砸了好些东西，你一直好脾气地在她身边安抚，她发泄完之后又会委委屈屈缩在你怀里，十分依赖你。,Englishcontent1,0,0,0,0
159,160,0,傅瑜茫然地问你她到底要不要除掉那小皇子，你微笑着抚摸她的发丝，“娘娘想做什么奴才都支持。”,Englishcontent1,0,0,0,0
160,161,0,太后寿宴这天，规模比往年都要盛大，各路皇亲国戚朝中大臣都前来拜贺。那丽妃从前是跟瑜妃坐一排的位置，今日竟然跟皇后平起平坐了。,Englishcontent1,0,0,0,0
161,162,0, 你默默站在一群丫鬟太监中间，忽然听皇帝口吻威严地说：“今日，趁着众人都在，朕也想顺便解决一下这多年的疑惑，朕多次让太医诊治，身子并无问题，没有生不出儿子的道理。但这么多年，后宫的嫔妃要么是怀不上儿子，要么流产，要么生下皇子便夭折，实在是蹊跷。朕一直相信是有人在搞鬼，但一直没抓到那人。今日众人就帮朕分析分析，究竟是谁在捣鬼！”,Englishcontent1,0,0,0,0
162,-1,0,众人顿时一阵唏嘘，谁也不敢贸然开口。你瞳孔微缩，没想到这厮竟突然来这么一出。,Englishcontent1,0,0,0,0
163,164,0,秋风萧瑟，月上梧桐。,Englishcontent1,0,0,0,0
164,165,0,万家灯火沉寂，唯有皇宫宫灯华明，兴夜阑珊。不远处的宫殿里不时传来撕心裂肺的哭喊，已经持续好几个时辰了。,Englishcontent1,0,0,0,0
165,166,0,你躲在暗处，忍受着蚊子的叮咬，不耐地等待着。,Englishcontent1,0,0,0,0
166,167,0,也不知过了多久，殿内传来一声婴儿的啼哭，老嬷嬷抱着一个婴儿匆匆跑出来在焦灼踱步的皇上跟前跪下：“恭喜陛下，是个小皇子！是个小皇子！”,Englishcontent1,0,0,0,0
167,168,0,你陡然一惊，大脑空白了一瞬，也顾不上手上还在吸你血的蚊子了。这丽妃，竟然生了个儿子？！你暗暗咬牙，攥紧拳头转身准备离开，临走前恍惚看见对面的树荫下似乎也站着个人。你没看清楚，也怕被人发现，匆匆小跑而去。,Englishcontent1,0,0,0,0
168,169,0, 你叫琉璃，是皇后身边的大丫鬟，从皇后还在东宫当太子妃时就一直跟在她身边服侍，直到如今，也有将近十个年头了。,Englishcontent1,0,0,0,0
169,170,0,今日，是宫中的丽妃生产的日子，皇上登基多年，膝下一个小皇子都没有。随着时间推移年纪增长，越发焦虑。今日这丽妃产子，他早早放下政务前来守候，可见多么重视。同样重视的人，还有皇后沈碧，她派你来这里守着打探消息，等丽妃一生完，立马回去向她禀报。,Englishcontent1,0,0,0,0
170,171,0,回到凤栖殿，你推开皇后寝居的大门，她正卧在贵妃榻上喝茶，见到你回来便立马坐直身。你向皇后如实禀报，丽妃产下了个儿子。果然，皇后的脸色瞬间难看下来。你垂下眼不敢看她，一阵沉默后，皇后闻声吩咐你退下。,Englishcontent1,0,0,0,0
171,172,0,你轻轻帮她带上房门，在屋外站了好一会儿才离开，脸色也愈发沉郁。,Englishcontent1,0,0,0,0
172,173,0, 皇后如今没有生育能力，她家里的势力也在逐步被皇上瓦解，如今随便谁生下个儿子，都有可能会撼动她的地位，她当然不能容许这种情况发生。但，不想让皇上生下儿子的可不只有皇后一个人，当初第一个后妃生下皇子时，皇后就曾派你去做掉小皇子，但根本不等你动手，小皇子早已断了气。后来太医说是夭折，你们便也当那孩子运气不好，真是夭折。但到后来，接二连三的皇子出生便夭折，还有许多嫔妃在孕期时孩子就胎死腹中，你便知道这定是有人在暗中动手。,Englishcontent1,0,0,0,0
173,174,0,皇上肯定也是这么认为，但一直没揪出凶手来。他最大的怀疑目标是皇后，不过一直没有证据。加上你在皇上跟前帮皇后美言过，皇上对你有几分信赖，便也没死抓住皇后不放。,Englishcontent1,0,0,0,0
174,175,0,是的，皇上对你这个丫鬟是有几分信任的。皇后之所以不能生育，是因为长期服用烈性的避子汤，而这汤药一直都是你给换掉的。皇上对沈碧毫无爱意，娶她全是利用，最主要的是瓦解她家里的势力，拿回在她兄长和父亲手里的兵权。奈何沈碧被爱情冲昏了头脑，完全相信跟皇上是真爱。皇上每每宠幸完她都会给她一碗避子汤，但骗她说是养生促怀的汤药，沈碧毫不怀疑，每每都一脸幸福地喝下。而你，全部都知情。,Englishcontent1,0,0,0,0
175,176,0,谁能想到，你一个出身低微相貌平庸的丫鬟，也能得到皇上的宠爱呢？你虽然知道皇上不可能钟情于你，可你还是被诱惑，沦陷了。你早已同皇上行了苟且之事，皇后的一举一动你都暗暗禀报给他，他也许诺你会在合适的时机给你一个名分，而你，一直坚信不疑地在等这个时机。其实只要你像皇上栽赃几句沈碧，她就能被废掉，但你没有，因为还不到除她的时候。这宫中你无依无靠，即便沈碧现在倒下，你在这么多背景雄厚的妃子中也无法站稳脚跟，所以你还需要她这皇后的身份庇护，直到你诞下皇子为止。,Englishcontent1,0,0,0,0
176,177,0,但在这之前，决不能有别人比你先诞下皇子。你抚摸着自己的小腹，看着窗外的夜色，暗暗祈祷：希望丽妃的儿子，也能早早“夭折”。,Englishcontent1,0,0,0,0
177,178,0,但等了好几日，那小皇子依旧安然无恙。皇上派了重兵看护，除了奶娘和丽妃，根本无人能近身。不仅如此，皇上还要给小皇子办诞生宴，同太后的寿宴在同一天举行，可谓是多大的排面！,Englishcontent1,0,0,0,0
178,179,0,丽妃身子恢复之后，抱着小皇子来跟沈碧请安，你瞅着她怀里那白白胖胖的男婴，心里一阵扭曲。若是她的儿子安然无恙，你肚子里的孩子该怎么办？就算你也生下个儿子，论身份论地位，你到底是比那普通官员家庭出身的丽妃还要低微，她势必要高你一头，她的儿子也势必要高你一头！,Englishcontent1,0,0,0,0
179,180,0,如今丽妃有了儿子，心气儿明显也大了，没跟沈碧说几句话就要走。等她离开后，你俯身在沈碧耳边轻声问：“娘娘，需要动手吗？”,Englishcontent1,0,0,0,0
180,181,0, 沈碧不紧不慢道：“不急。”,Englishcontent1,0,0,0,0
181,182,0,你不明白她为何不急，这个小皇子活的时日已然是历史最长，怕是拖得越久越不好除，难道她不担心吗？但这沈碧向来是个没什么头脑的，否则也不会把自己一手好牌打得这样稀烂。你想，这事儿或许也无法指望她了。,Englishcontent1,0,0,0,0
182,183,0,翌日，你悄悄请药房相熟的小太监帮你拿了安胎药和砒霜，给了他一支金钗作为报酬。回去之后，你服侍沈碧用完晚膳，便借口要送衣物去浣衣坊清洗。,Englishcontent1,0,0,0,0
183,184,0,你只假意送了两件衣裳给浣衣坊，然后去了皇上的寝宫。几日未见，皇上气色不错，看来是因为得了皇子，心情大好。往日他都不允许你贸然来找他，今日你未听话，他也并未生气，笑着让你过去坐。,Englishcontent1,0,0,0,0
184,185,0,你在他身侧坐下，攀上他的手臂娇嗔：“皇上有了小皇子，是不是完全把奴婢忘记了？”,Englishcontent1,0,0,0,0
185,186,0, 皇上朗笑几声，大手抚上你的小腹：“别多想，朕只是近日公务繁忙。”,Englishcontent1,0,0,0,0
186,187,0,“真的吗？我以为你满心满眼都只有小皇子了呢。”,Englishcontent1,0,0,0,0
187,188,0,皇上似乎猜到你的意图，诓哄道：“放心，你若给朕诞下皇子，朕也一样不会亏待他。”,Englishcontent1,0,0,0,0
188,189,0,你眸色微黯，亏待定然是不会亏待的，但太子的位置只有一个，若是有两个皇子，他定然是不会给你这个丫鬟出身的儿子。你收敛神色，不再拈酸吃醋，刻意勾引了皇上一番，待他情动之时便合衣离开。你没有绝色的样貌，但这副身子还算不错，加上偶尔会对皇上使些情调，他才能对你稍有兴趣。,Englishcontent1,0,0,0,0
189,190,0,不过你如今怀有身孕，也不能太过越界，今日目的只是想在皇上跟前刷刷存在感罢了。时辰不早，想必沈碧已经回宫，你匆忙回到凤栖殿。,Englishcontent1,0,0,0,0
190,191,0,到了太后寿宴这天，规模比往年都要盛大，各路皇亲国戚朝中大臣都前来拜贺。你知道，这有一半都是冲着小皇子来的。,Englishcontent1,0,0,0,0
191,192,0,你今日心情可谓是降到冰点，那丽妃仅仅还只是诞下了一个皇子，就已经跟皇后平起平坐一排席位。皇帝这安排，可不明白着告诉大家下一任皇后就是丽妃了么？！那等你的孩子出生，还能再有这般待遇？这必不可能！,Englishcontent1,0,0,0,0
192,193,0,非但如此，皇帝竟还说：“今日，趁着众人都在，朕也想顺便解决一下这多年的疑惑，朕多次让太医诊治，身子并无问题，没有生不出儿子的道理。但这么多年，后宫的嫔妃要么是怀不上儿子，要么流产，要么生下皇子便夭折，实在是蹊跷。朕一直相信是有人在搞鬼，但一直没抓到那人。今日众人就帮朕分析分析，究竟是谁在捣鬼！”,Englishcontent1,0,0,0,0
193,-1,0,众人顿时一阵唏嘘，谁也不敢贸然开口。你也震惊地看向皇上，摸不清他为何突然来上这么一出。,Englishcontent1,0,0,0,0
